,time_utc,18_evening,12_evening,6_evening,18_morning,12_morning,6_morning
2024-03-21,2024-03-21,2460390.74053848,2460390.722717436,2460390.704957746,2460391.1328277322,2460391.150640957,2460391.168389834
2024-03-22,2024-03-22,2460391.7407537317,2460391.7229179987,2460391.705149107,2460392.1321954406,2460392.150023285,2460392.1677819733
2024-03-23,2024-03-23,2460392.7409705534,2460392.72311911,2460392.7053400157,2460393.1315598213,2460393.1494032103,2460393.1671727053
2024-03-24,2024-03-24,2460393.741189147,2460393.7233209745,2460393.7055306784,2460394.130921222,2460394.1487810747,2460394.1665623663
2024-03-25,2024-03-25,2460394.741409714,2460394.723523796,2460394.705721302,2460395.1302784476,2460395.1481572203,2460395.1659512934
2024-03-26,2024-03-26,2460395.7416325132,2460395.723727779,2460395.705912093,2460396.129633122,2460396.1475319904,2460396.1653398224
2024-03-27,2024-03-27,2460396.741858276,2460396.7239331244,2460396.7061032588,2460397.128985718,2460397.146905728,2460397.164728291
2024-03-28,2024-03-28,2460397.742086671,2460397.7241400303,2460397.706295001,2460398.1283365884,2460398.146278778,2460398.164116574
2024-03-29,2024-03-29,2460398.742317887,2460398.7243486913,2460398.7064875197,2460399.127686086,2460399.145651483,2460399.163504946
2024-03-30,2024-03-30,2460399.7425521067,2460399.7245592936,2460399.706681008,2460400.1270345654,2460400.145024186,2460400.1628941526
2024-03-31,2024-03-31,2460400.7427895023,2460400.724772017,2460400.7068756535,2460401.1263823784,2460401.144397227,2460401.1622845256
2024-04-01,2024-04-01,2460401.743030236,2460401.7249870314,2460401.707071633,2460402.1257298766,2460402.143769545,2460402.161676393
2024-04-02,2024-04-02,2460402.7432744578,2460402.7252044934,2460402.707269114,2460403.125077409,2460403.143142491,2460403.161070078
2024-04-03,2024-04-03,2460403.743522302,2460403.725424548,2460403.70746825,2460404.1244253195,2460404.142516658,2460404.160465899
2024-04-04,2024-04-04,2460404.743773884,2460404.725647322,2460404.7076691794,2460405.123772341,2460405.1418923703,2460405.159864164
2024-04-05,2024-04-05,2460405.7440293008,2460405.7258729236,2460405.7078720233,2460406.123119194,2460406.1412699404,2460406.159265171
2024-04-06,2024-04-06,2460406.744288627,2460406.7261014413,2460406.708076941,2460407.1224672645,2460407.140649669,2460407.158669203
2024-04-07,2024-04-07,2460407.744551916,2460407.726332943,2460407.708284435,2460408.1218168586,2460408.140031842,2460408.1580765294
2024-04-08,2024-04-08,2460408.7448192006,2460408.726567478,2460408.7084941408,2460409.1211682716,2460409.139416735,2460409.157486781
2024-04-09,2024-04-09,2460409.745090499,2460409.72680508,2460409.708706111,2460410.120521794,2460410.1388046155,2460410.1568997987
2024-04-10,2024-04-10,2460410.745365818,2460410.7270457763,2460410.708920388,2460411.1198777156,2460411.138195751,2460411.156316773
2024-04-11,2024-04-11,2460411.7456451603,2460411.727289587,2460411.7091370123,2460412.1192363333,2460412.1375904144,2460412.155737959
2024-04-12,2024-04-12,2460412.7459285283,2460412.727536536,2460412.709356027,2460413.118597954,2460413.1369864303,2460413.155163619
2024-04-13,2024-04-13,2460413.746215929,2460413.7277866513,2460413.7095774817,2460414.1179628945,2460414.1363864196,2460414.1545940256
2024-04-14,2024-04-14,2460414.7465073722,2460414.728039968,2460414.709801431,2460415.117330788,2460415.1357907117,2460415.1540294564
2024-04-15,2024-04-15,2460415.746802875,2460415.7282970194,2460415.710027937,2460416.116699591,2460416.135199615,2460416.1534701963
2024-04-16,2024-04-16,2460416.747102453,2460416.728558089,2460416.710257065,2460417.116072586,2460417.1346134404,2460417.152916532
2024-04-17,2024-04-17,2460417.7474061237,2460417.728822563,2460417.710488884,2460418.1154501177,2460418.1340325032,2460418.152368751
2024-04-18,2024-04-18,2460418.7477139034,2460418.729090485,2460418.7107234607,2460419.1148325307,2460419.133457118,2460419.1518271426
2024-04-19,2024-04-19,2460419.7480258034,2460419.729361897,2460419.710960862,2460420.1142201717,2460420.1328876005,2460420.1512919944
2024-04-20,2024-04-20,2460420.7483419687,2460420.7296368377,2460420.7112011546,2460421.113613386,2460421.132324265,2460421.150762604
2024-04-21,2024-04-21,2460421.7486643963,2460421.7299153423,2460421.711444399,2460422.113012521,2460422.1317674257,2460422.1502390523
2024-04-22,2024-04-22,2460422.748991077,2460422.7301974413,2460422.7116906536,2460423.112417923,2460423.1312173964,2460423.149722764
2024-04-23,2024-04-23,2460423.749322003,2460423.730483161,2460423.7119399747,2460424.111829936,2460424.130673365,2460424.149214027
2024-04-24,2024-04-24,2460424.749657162,2460424.730772521,2460424.712192412,2460425.1112489067,2460425.1301347804,2460425.1487131272
2024-04-25,2024-04-25,2460425.7499965304,2460425.731065535,2460425.7124480098,2460426.110674684,2460426.129603883,2460426.148220347
2024-04-26,2024-04-26,2460426.7503400748,2460426.731362208,2460426.7127068043,2460427.110104099,2460427.129080984,2460427.147735967
2024-04-27,2024-04-27,2460427.7506877515,2460427.7316625332,2460427.7129688235,2460428.1095414334,2460428.128566393,2460428.147260264
2024-04-28,2024-04-28,2460428.751039501,2460428.7319664923,2460428.713234083,2460429.108987031,2460429.1280604177,2460429.1467935108
2024-04-29,2024-04-29,2460429.7513952465,2460429.7322740513,2460429.713502584,2460430.1084412336,2460430.1275633588,2460430.146335974
2024-04-30,2024-04-30,2460430.751754894,2460430.732585159,2460430.713774313,2460431.107904376,2460431.1270755106,2460431.145887913
2024-05-01,2024-05-01,2460431.7521183267,2460431.7328997455,2460431.714049238,2460432.1073767873,2460432.12659716,2460432.1454495783
2024-05-02,2024-05-02,2460432.752485405,2460432.7332177176,2460432.7143273065,2460433.1068587843,2460433.1261285814,2460433.1450212067
2024-05-03,2024-05-03,2460433.752855965,2460433.73353896,2460433.7146084434,2460434.1063506706,2460434.1256700344,2460434.14460302
2024-05-04,2024-05-04,2460434.7532298146,2460434.7338633314,2460434.7148932647,2460435.1058527334,2460435.1252217614,2460435.1441946602
2024-05-05,2024-05-05,2460435.753606735,2460435.734190665,2460435.715181861,2460436.105365238,2460436.1247839835,2460436.1437951666
2024-05-06,2024-05-06,2460436.7539864806,2460436.7345207683,2460436.715473217,2460437.104888432,2460437.1243569003,2460437.143406406
2024-05-07,2024-05-07,2460437.7543687834,2460437.7348534255,2460437.715767159,2460438.104422543,2460438.1239390234,2460438.143028524
2024-05-08,2024-05-08,2460438.754753351,2460438.735190629,2460438.716063495,2460439.103967187,2460439.123530735,2460439.1426616516
2024-05-09,2024-05-09,2460439.7551409765,2460439.735530328,2460439.7163620163,2460440.103519217,2460440.1231336696,2460440.142305914
2024-05-10,2024-05-10,2460440.7555332114,2460440.7358719087,2460440.716662508,2460441.1030828226,2460441.1227479936,2460441.141961433
2024-05-11,2024-05-11,2460441.7559268693,2460441.736215105,2460441.716964751,2460442.102658222,2460442.122373873,2460442.141628333
2024-05-12,2024-05-12,2460442.756321624,2460442.7365596485,2460442.717268527,2460443.102245635,2460443.1220114767,2460443.141306738
2024-05-13,2024-05-13,2460443.75671715,2460443.7369052754,2460443.7175736213,2460444.101845283,2460444.121660975,2460444.140996774
2024-05-14,2024-05-14,2460444.757113125,2460444.7372517237,2460444.7178798197,2460445.1014573867,2460445.1213225354,2460445.140698566
2024-05-15,2024-05-15,2460445.7575092283,2460445.737598731,2460445.7181869103,2460446.101082163,2460446.1209963253,2460446.140412236
2024-05-16,2024-05-16,2460446.7579051373,2460446.7379460377,2460446.7184946816,2460447.1007198263,2460447.120682506,2460447.1401379015
2024-05-17,2024-05-17,2460447.7583005317,2460447.738293381,2460447.718802921,2460448.100370585,2460448.120381234,2460448.139875676
2024-05-18,2024-05-18,2460448.758695087,2460448.738640498,2460448.7191114137,2460449.1000346416,2460449.1200926616,2460449.139625667
2024-05-19,2024-05-19,2460449.75908848,2460449.7389871236,2460449.719419943,2460450.0997121925,2460450.1198169338,2460450.139387977
2024-05-20,2024-05-20,2460450.7594803856,2460450.7393329926,2460450.719728292,2460451.0994034293,2460451.1195541895,2460451.1391627016
2024-05-21,2024-05-21,2460451.7598704784,2460451.7396778367,2460451.7200362403,2460452.099108535,2460452.1193045634,2460452.138949932
2024-05-22,2024-05-22,2460452.760258433,2460452.7400213894,2460452.7203435674,2460453.098827688,2460453.119068182,2460453.138749753
2024-05-23,2024-05-23,2460453.760643924,2460453.7403633813,2460453.7206500517,2460454.0985610606,2460454.1188451676,2460454.138562244
2024-05-24,2024-05-24,2460454.761026625,2460454.7407035427,2460454.7209554682,2460455.098308817,2460455.118635635,2460455.138387478
2024-05-25,2024-05-25,2460455.761406206,2460455.7410415984,2460455.721259588,2460456.0980711165,2460456.118439694,2460456.1382255233
2024-05-26,2024-05-26,2460456.761782817,2460456.7413772685,2460456.7215628256,2460457.0978481104,2460457.118257445,2460457.1380764386
2024-05-27,2024-05-27,2460457.7621599995,2460457.741711248,2460457.7218659343,2460458.0976399393,2460458.1180889807,2460458.137940275
2024-05-28,2024-05-28,2460458.762533018,2460458.7420445513,2460458.7221670193,2460459.0974467346,2460459.117934381,2460459.137817071
2024-05-29,2024-05-29,2460459.7629014975,2460459.7423745645,2460459.7224658076,2460460.097267985,2460460.117793711,2460460.1377068493
2024-05-30,2024-05-30,2460460.7632650514,2460460.7427009554,2460460.7227620105,2460461.0971028446,2460461.1176670156,2460461.1376096155
2024-05-31,2024-05-31,2460461.763623277,2460461.7430233746,2460461.723055324,2460462.0969531294,2460462.1175543177,2460462.1375248884
2024-06-01,2024-06-01,2460462.7639757604,2460462.74334146,2460462.723345427,2460463.096818888,2460463.117455613,2460463.1374529796
2024-06-02,2024-06-02,2460463.7643220727,2460463.743654832,2460463.723631981,2460464.0967001384,2460464.1173700504,2460464.1373940194
2024-06-03,2024-06-03,2460464.764661773,2460464.7439630968,2460464.723914631,2460465.096596866,2460465.117298457,2460465.137347908
2024-06-04,2024-06-04,2460465.764994411,2460465.744265848,2460465.724193007,2460466.0965090254,2460466.117240803,2460466.1373145194
2024-06-05,2024-06-05,2460466.765319526,2460466.7445626673,2460466.724466727,2460467.0964365466,2460467.117196973,2460467.137293701
2024-06-06,2024-06-06,2460467.765636656,2460467.7448531315,2460467.7247353992,2460468.096379338,2460468.1171668335,2460468.1372852866
2024-06-07,2024-06-07,2460468.7659453377,2460468.745136814,2460468.724998628,2460469.096337292,2460469.1171502373,2460469.1372890957
2024-06-08,2024-06-08,2460469.766245116,2460469.7454132945,2460469.725256021,2460470.096310293,2460470.117147029,2460470.1373049417
2024-06-09,2024-06-09,2460470.7665355466,2460470.745682159,2460470.725507193,2460471.096298216,2460471.1171570458,2460471.1373326336
2024-06-10,2024-06-10,2460471.7668162016,2460471.745943009,2460471.7257517674,2460472.09630093,2460472.117180122,2460472.1373719764
2024-06-11,2024-06-11,2460472.7670866717,2460472.7461954593,2460472.725989383,2460473.096318295,2460473.117216085,2460473.1374227726
2024-06-12,2024-06-12,2460473.767346566,2460473.746439143,2460473.726219691,2460474.0963501646,2460474.1172647574,2460474.1374848215
2024-06-13,2024-06-13,2460474.7675955133,2460474.746673707,2460474.7264423557,2460475.096396381,2460475.117325954,2460475.137557917
2024-06-14,2024-06-14,2460475.7678331607,2460475.7468988146,2460475.7266570544,2460476.096456778,2460476.1173994835,2460476.137641361
2024-06-15,2024-06-15,2460476.768059174,2460476.7471141443,2460476.726863478,2460477.096531179,2460477.117484761,2460477.137735113
2024-06-16,2024-06-16,2460477.768273236,2460477.747319389,2460477.727061329,2460478.0966193965,2460478.1175812846,2460478.1378391716
2024-06-17,2024-06-17,2460478.768475325,2460478.7475142586,2460478.7272503227,2460479.096721235,2460479.1176893893,2460479.137953313
2024-06-18,2024-06-18,2460479.768667391,2460479.7476984775,2460479.7274301895,2460480.09683649,2460480.1178088575,2460480.1380773108
2024-06-19,2024-06-19,2460480.768846474,2460480.7478717887,2460480.727600673,2460481.0969649483,2460481.117939469,2460481.138210937
2024-06-20,2024-06-20,2460481.7690123324,2460481.7480339506,2460481.7277615326,2460482.0971063925,2460482.1180809992,2460482.1383539615
2024-06-21,2024-06-21,2460482.769164743,2460482.7481847405,2460482.7279125424,2460483.097260598,2460483.118233223,2460483.138506156
2024-06-22,2024-06-22,2460483.769303502,2460483.7483239695,2460483.728053489,2460484.09742571,2460484.1183959125,2460484.1386672915
2024-06-23,2024-06-23,2460484.7694284203,2460484.748452808,2460484.72818417,2460485.097602139,2460485.1185688386,2460485.1388371396
2024-06-24,2024-06-24,2460485.769539322,2460485.748569545,2460485.728305382,2460486.097790449,2460486.118751769,2460486.13901547
2024-06-25,2024-06-25,2460486.769636038,2460486.748673999,2460486.7284158817,2460487.0979903964,2460487.1189444647,2460487.1392020485
2024-06-26,2024-06-26,2460487.769718407,2460487.7487659943,2460487.7285154504,2460488.0982017275,2460488.1191466763,2460488.1393966307
2024-06-27,2024-06-27,2460488.7697862713,2460488.7488453547,2460488.728603899,2460489.0984241683,2460489.119358138,2460489.139598959
2024-06-28,2024-06-28,2460489.7698394773,2460489.748911907,2460489.7286810405,2460490.0986574222,2460490.119578566,2460490.139808759
2024-06-29,2024-06-29,2460490.7698778757,2460490.7489654794,2460490.728746684,2460491.098901166,2460491.1198076494,2460491.1400257344
2024-06-30,2024-06-30,2460491.76990132,2460491.7490058998,2460491.7288006386,2460492.09915505,2460492.120045056,2460492.140249567
2024-07-01,2024-07-01,2460492.769909669,2460492.749032998,2460492.728842712,2460493.099418694,2460493.120290429,2460493.1404799186
2024-07-02,2024-07-02,2460493.7699027862,2460493.7490466055,2460493.728872712,2460494.0996916965,2460494.1205433886,2460494.140716431
2024-07-03,2024-07-03,2460494.7698805393,2460494.749046558,2460494.728890446,2460495.0999736344,2460495.12080354,2460495.1409587334
2024-07-04,2024-07-04,2460495.769842805,2460495.749032695,2460495.728895726,2460496.100264069,2460496.1210704767,2460496.141206443
2024-07-05,2024-07-05,2460496.769789468,2460496.749004864,2460496.7288883706,2460497.100562554,2460497.1213437836,2460497.141459175
2024-07-06,2024-07-06,2460497.7697204277,2460497.7489629244,2460497.7288682065,2460498.100868637,2460498.1216230453,2460498.1417165427
2024-07-07,2024-07-07,2460498.769635598,2460498.7489067498,2460498.728835074,2460499.101181867,2460499.1219078484,2460499.1419781647
2024-07-08,2024-07-08,2460499.7695349134,2460499.7488362314,2460499.728788832,2460500.1015017927,2460500.122197783,2460500.1422436656
2024-07-09,2024-07-09,2460500.769418329,2460500.7487512813,2460500.728729355,2460501.1018279684,2460501.1224924466,2460501.1425126786
2024-07-10,2024-07-10,2460501.7692858228,2460501.7486518314,2460501.728656539,2460502.102159953,2460502.122791443,2460502.142784845
2024-07-11,2024-07-11,2460502.7691373946,2460502.7485378357,2460502.7285703,2460503.1024973104,2460503.123094385,2460503.1430598167
2024-07-12,2024-07-12,2460503.7689730674,2460503.7484092684,2460503.7284705737,2460504.1028396105,2460504.1234008917,2460504.1433372535
2024-07-13,2024-07-13,2460504.7687928844,2460504.748266683,2460504.728357314,2460505.103186429,2460505.1237105913,2460505.1436168267
2024-07-14,2024-07-14,2460505.7685969095,2460505.748110534,2460505.728230495,2460506.1035373495,2460506.1240231204,2460506.143898216
2024-07-15,2024-07-15,2460506.768386148,2460506.747939979,2460506.7280908516,2460507.1038919627,2460507.1243363884,2460507.144181114
2024-07-16,2024-07-16,2460507.768161777,2460507.747755066,2460507.7279380644,2460508.1042470047,2460508.1246504406,2460508.1444639415
2024-07-17,2024-07-17,2460508.7679220857,2460508.7475558636,2460508.727771834,2460509.10460322,2460509.124966313,2460509.1447468493
2024-07-18,2024-07-18,2460509.767667212,2460509.7473424585,2460509.727592205,2460510.104961984,2460510.1252836986,2460510.145030441
2024-07-19,2024-07-19,2460510.7673973115,2460510.747114958,2460510.7273992435,2460511.1053229477,2460511.1256023026,2460511.1453144704
2024-07-20,2024-07-20,2460511.7671125596,2460511.746873486,2460511.72719303,2460512.105685779,2460512.1259218515,2460512.145598709
2024-07-21,2024-07-21,2460512.7668131464,2460512.746618183,2460512.726973663,2460513.106050163,2460513.1262420877,2460513.145882947
2024-07-22,2024-07-22,2460513.7664992735,2460513.746349201,2460513.7267412534,2460514.106415803,2460514.126562772,2460514.14616699
2024-07-23,2024-07-23,2460514.76617115,2460514.7460667016,2460514.726495921,2460515.106782416,2460515.1268836763,2460515.1464506593
2024-07-24,2024-07-24,2460515.7658289904,2460515.74577085,2460515.72623779,2460516.1071497262,2460516.127204584,2460516.146733782
2024-07-25,2024-07-25,2460516.765473012,2460516.745461816,2460516.72596699,2460517.10751746,2460517.1275252765,2460517.1470161867
2024-07-26,2024-07-26,2460517.7651034337,2460517.74513977,2460517.7256836495,2460518.107885338,2460518.1278455323,2460518.147297698
2024-07-27,2024-07-27,2460518.7647204753,2460518.744804883,2460518.7253878983,2460519.108253072,2460519.1281651207,2460519.1475781323
2024-07-28,2024-07-28,2460519.7643243563,2460519.7444573254,2460519.7250798643,2460520.1086203624,2460520.1284838007,2460520.1478572963
2024-07-29,2024-07-29,2460520.7639152952,2460520.744097266,2460520.7247596746,2460521.1089869016,2460521.128801323,2460521.148134988
2024-07-30,2024-07-30,2460521.763493511,2460521.743724873,2460521.724427454,2460522.1093523744,2460522.1291174316,2460522.148411
2024-07-31,2024-07-31,2460522.763059221,2460522.7433403134,2460522.7240833286,2460523.109716465,2460523.12943187,2460523.148685123
2024-08-01,2024-08-01,2460523.7626126427,2460523.7429437567,2460523.7237274228,2460524.110078859,2460524.1297443807,2460524.148957148
