instrument,utctime,id,star_id,observation_id,isjunk,id,exposure_time,sky_fiber_obj,cal_fiber_obj,sci_fiber_obj,observation_id,agitator_status,cal_source,cameras_triggered,elapsed_time_green,elapsed_time_red,frame_number,green_active,hk_active,lfc_mode,observation_mode,observation_type,open_shutters,red_active,sci_fw_pos,shutters_triggered,simul_fw_pos,source_shutters,exp_active,green_acf,program,red_acf,bias_file,dark_file,flat_file,wls_file,flat_fiber_aperture,flat_fiber_lamp,object,drphash,drptag,gdrxrms,gdryrms,moonsep,snrcl452,snrcl548,snrcl747,snrsc452,snrsc548,snrsc747,sunalt,wls_file2,datapr2d,isgood,monotwls,totcorr,kpfera
kpf,2025-07-02 14:24:33.264000+00:00,4813188,201091,KP.20250702.51843.23,False,503342,60.0,Sky,EtalonFiber,Target,4813188,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",60.066,60.066,418197,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 0.1,"Scrambler,SimulCal,Ca_HK",OD 1.0,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,201091,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,7.08,5.71,70.28,20.129,62.508,45.73,330.902,708.182,1015.994,-17.8,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,1.3878e+08 3.3659e+08 3.6469e+08 2.8436e+08,3.0
kpf,2025-07-02 14:22:44.815000+00:00,4813187,201091,KP.20250702.51734.80,False,503341,60.0,Sky,EtalonFiber,Target,4813187,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",60.022,60.022,418196,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 0.1,"Scrambler,SimulCal,Ca_HK",OD 1.0,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,201091,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,6.53,5.65,70.28,19.923,62.486,45.884,332.538,711.274,1019.247,-18.1,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,1.3963e+08 3.3929e+08 3.6758e+08 2.8633e+08,3.0
kpf,2025-07-02 14:20:37.646000+00:00,4813186,201092,KP.20250702.51607.64,False,503340,60.0,Sky,EtalonFiber,Target,4813186,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",60.019,60.019,418195,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 1.3,"Scrambler,SimulCal,Ca_HK",OD 0.1,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,201092,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,1056.82,1663.18,70.28,82.197,189.252,350.031,19.639,33.749,52.756,-18.6,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,5.2318e+05 8.7034e+05 9.448e+05 8.1493e+05,3.0
kpf,2025-07-02 14:18:49.271000+00:00,4813185,201092,KP.20250702.51499.26,False,503339,60.0,Sky,EtalonFiber,Target,4813185,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",60.02,60.02,418194,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 1.3,"Scrambler,SimulCal,Ca_HK",OD 0.1,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,201092,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,564.29,885.45,70.28,82.043,188.576,350.398,159.566,379.546,621.665,-18.9,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,3.7435e+07 1.0537e+08 1.282e+08 1.1154e+08,3.0
kpf,2025-07-02 14:17:00.860000+00:00,4813184,201092,KP.20250702.51390.85,False,503338,60.0,Sky,EtalonFiber,Target,4813184,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",60.017,60.017,418193,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 1.3,"Scrambler,SimulCal,Ca_HK",OD 0.1,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,201092,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,7.76,6.41,70.28,82.14,188.925,350.21,196.183,465.936,757.809,-19.3,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,5.5745e+07 1.5632e+08 1.8925e+08 1.6375e+08,3.0
kpf,2025-07-02 14:09:41.224000+00:00,4813183,TOI-1432,KP.20250702.50681.22,False,503337,600.0,Sky,EtalonFiber,Target,4813183,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",600.013,600.013,418192,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 3.0,"Scrambler,SimulCal,Ca_HK",OD 0.1,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,TOI-1432,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,6.84,9.26,74.88,44.301,107.434,239.606,125.504,228.529,268.733,-20.7,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,2.0232e+07 3.1573e+07 2.8191e+07 1.8912e+07,3.0
kpf,2025-07-02 14:01:35.463000+00:00,4813182,219134,KP.20250702.50472.95,False,503336,45.0,Sky,EtalonFiber,Target,4813182,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",45.018,45.018,418191,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 1.0,"Scrambler,SimulCal,Ca_HK",OD 0.3,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,219134,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,9.62,9.24,97.84,112.918,283.214,452.766,264.288,526.165,690.877,-22.2,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,8.231e+07 1.7075e+08 1.7097e+08 1.2428e+08,3.0
kpf,2025-07-02 14:00:01.702000+00:00,4813181,219134,KP.20250702.50379.19,False,503335,45.0,Sky,EtalonFiber,Target,4813181,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",45.022,45.022,418190,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 1.0,"Scrambler,SimulCal,Ca_HK",OD 0.3,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,219134,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,9.45,8.7,97.85,112.858,283.702,454.496,263.198,524.923,687.681,-22.5,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,8.1621e+07 1.6975e+08 1.697e+08 1.2303e+08,3.0
kpf,2025-07-02 13:58:27.894000+00:00,4813180,219134,KP.20250702.50285.39,False,503334,45.0,Sky,EtalonFiber,Target,4813180,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",45.015,45.015,418189,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 1.0,"Scrambler,SimulCal,Ca_HK",OD 0.3,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,219134,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,9.53,8.5,97.85,112.346,282.754,451.963,263.304,524.98,687.452,-22.8,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,8.097e+07 1.6927e+08 1.6919e+08 1.2245e+08,3.0
kpf,2025-07-02 13:51:55.084000+00:00,4813178,TIC233535738,KP.20250702.49795.58,False,503332,239.0,Sky,EtalonFiber,Target,4813178,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",239.014,239.014,418187,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 3.0,"Scrambler,SimulCal,Ca_HK",OD 0.8,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,TIC233535738,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,29.23,28.0,85.86,18.153,43.643,74.102,32.892,58.773,70.972,-24.0,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,1.3837e+06 2.0371e+06 1.8552e+06 1.2534e+06,3.0
kpf,2025-07-02 13:37:41.949000+00:00,4813177,TIC232632239,KP.20250702.48466.94,False,503331,1190.0,Sky,EtalonFiber,Target,4813177,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",1190.017,1190.017,418186,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 4.0,"Scrambler,SimulCal,Ca_HK",OD 0.8,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,TIC232632239,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,35.9,35.56,82.51,18.547,47.191,84.564,22.139,42.382,73.196,-26.6,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,1.3512e+06 1.8329e+06 2.0334e+06 1.6633e+06,3.0
kpf,2025-07-02 13:15:20.374000+00:00,4813176,TIC390021939,KP.20250702.47061.87,False,503330,1317.0,Sky,EtalonFiber,Target,4813176,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",1317.013,1317.013,418185,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 4.0,"Scrambler,SimulCal,Ca_HK",OD 0.5,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,TIC390021939,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,20.29,20.07,79.87,24.099,62.461,116.416,32.647,57.955,70.522,-30.5,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,2.631e+06 3.1254e+06 2.6116e+06 1.6676e+06,3.0
kpf,2025-07-02 12:45:14.677000+00:00,4813174,KIC4141376,KP.20250702.45213.67,False,503328,1402.0,Sky,EtalonFiber,Target,4813174,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",1402.015,1402.015,418183,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 3.0,"Scrambler,SimulCal,Ca_HK",OD 0.5,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,KIC4141376,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,8.59,7.18,62.49,60.135,148.831,262.54,115.217,204.476,234.018,-35.4,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,1.8317e+07 2.5123e+07 2.1629e+07 1.4197e+07,3.0
kpf,2025-07-02 12:28:55.853000+00:00,4813173,TIC367753709,KP.20250702.44789.35,False,503327,293.0,Sky,EtalonFiber,Target,4813173,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",293.014,293.014,418182,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 3.0,"Scrambler,SimulCal,Ca_HK",OD 1.0,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,TIC367753709,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,11.49,16.55,103.12,7.921,8.619,7.611,25.189,49.332,75.561,-37.7,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,1.5357e+06 2.0976e+06 2.1801e+06 1.7042e+06,3.0
kpf,2025-07-02 12:22:49.602000+00:00,4813172,219623,KP.20250702.44524.59,False,503326,90.0,Sky,EtalonFiber,Target,4813172,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",90.034,90.034,418181,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 1.0,"Scrambler,SimulCal,Ca_HK",OD 0.3,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,219623,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,11.51,10.11,96.26,160.417,401.975,628.269,414.777,727.636,818.099,-38.6,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,2.0013e+08 3.0068e+08 2.5736e+08 1.6689e+08,3.0
kpf,2025-07-02 12:20:30.959000+00:00,4813171,219623,KP.20250702.44385.95,False,503325,90.0,Sky,EtalonFiber,Target,4813171,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",90.028,90.028,418180,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 1.0,"Scrambler,SimulCal,Ca_HK",OD 0.3,"SciSelect,SkySelect",True,regular-read-green.acf,U506,regular-read-red.acf,kpf_20250701_master_bias_autocal-bias.fits,kpf_20250701_master_dark_autocal-dark.fits,kpf_20250701_master_flat.fits,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,219623,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,10.99,9.28,96.26,160.204,401.828,627.085,411.111,720.654,811.889,-38.9,/masters/20250630/kpf_20250630_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,1.9699e+08 2.9643e+08 2.5414e+08 1.651e+08,3.0
