program_code,target,unique_id,ra,dec,exptime,maxtime,n_exp,n_inter_max,tau_inter,n_intra_max,n_intra_min,tau_intra,minimum_elevation,minimum_moon_separation,weather_band_1,weather_band_2,weather_band_3,gaia_id,teff,jmag,Vmag,pmra,pmdec,epoch,exp_meter_threshold,inactive,decker,cell in/out?,priority,comments,t_visit_slots,tau_intra_slots,past_nights_observed,past_n_exposures,past_date_last_observed,desired_max_obs,absolute_max_obs
2026A_N127,HIP57087,GJ-436,175.54624999999996,26.706569444444444,600,600,1,3,15,1,1,0,30,30,True,True,False,Gaia DR3 4017860992519744384,3500,6.9,10.7,896.3,-813.7,2000.0,125k,False,C2,in,p3,,4,0,0,0,,3,4
2026A_C416,T004478,T004478,303.5491666666667,54.69440555555556,1800,1800,1,22,1,1,1,0,20,20,True,True,False,2185954705163468160,5800,10.8,12.0,10.3067,27.092,2000.0,250k,False,C2,in,p1,,10,0,3,4,2026-06-07,19,30
2026A_C416,TIC219778735,TIC219778735,263.78616666666665,65.62662777777777,300,900,1,1,1,1,1,0,20,20,True,True,False,1633020546753426432,5385,11.5,12.9,3.187,-46.621,2000.0,20k,False,C2,out,p3,,2,0,0,0,,1,1
2026A_C416,TIC219822106,TIC219822106,268.09075,63.540441666666666,250,900,1,1,1,1,1,0,20,20,True,True,False,1439699052237492992,5928,11.5,12.7,17.498,5.175,2000.0,20k,False,C2,out,p3,,2,0,0,0,,1,1
2026A_C333,WASP-195,WASP-195,247.5496666666666,49.89572777777778,958,1533,1,10,1,1,1,0,24,30,True,True,False,1411707818360668416,,,11.9,-3.892,14.546,2000.0,60k,False,C2,in,p1,,6,0,3,3,2026-06-03,7,12
2026A_C333,K2-334,K2-334,136.48945833333332,16.325555555555557,874,1399,1,10,1,1,1,0,24,30,True,True,False,610858393758591104,,,11.8,-9.316,-9.271,2000.0,60k,False,C2,in,p1,,5,0,2,2,2026-05-31,8,13
2026A_C333,TOI-5704,TOI-5704,169.8245833333333,44.98914444444445,663,1061,1,15,1,1,1,0,24,30,True,True,False,784983789642216320,,,11.5,47.474,-15.548,2000.0,60k,False,C2,in,p1,,4,0,3,3,2026-05-31,12,19
2026A_C333,1326,1326,4.595333333333333,44.02295555555556,116,240,1,1,0,1,1,0,24,30,True,True,True,385334230892516480,,,8.07,2891.518,411.832,2000.0,250k,False,B5,in,p3,,1,0,0,0,,1,1
2026A_C333,99492,99492,171.6928333333333,3.0063222222222223,37,60,1,1,0,1,1,0,24,30,True,True,True,3812355294262255104,,,7.57,-728.131,188.554,2000.0,125k,False,B5,in,p5,,1,0,0,0,,1,1
2026A_C333,117176,117176,202.10754166666663,13.77878888888889,6,60,1,1,0,1,1,0,24,30,True,True,True,3740176925743994752,,,5.0,-235.951,-575.969,2000.0,250k,False,B5,in,p3,,1,0,0,0,,1,1
2026A_C332,169830,169830,276.9561666666666,-29.816861111111116,8,60,1,1,0,1,1,0,24,30,True,True,True,4048037707717866880,,,5.911,-0.341,16.103,2000.0,125k,False,B5,in,p2,,1,0,0,0,,1,1
2026A_C332,177830,177830,286.3365416666666,25.920658333333336,25,60,1,1,0,1,1,0,24,30,True,True,True,2035963417721248128,,,7.175,-41.248,-52.58,2000.0,125k,False,B5,in,p5,,1,0,0,0,,1,1
2026A_N006,TIC281118572,TIC281118572,294.3444166666667,6.680280555555556,1129,1800,1,4,1,1,1,0,30,30,True,True,False,4294809073736745088,4485,11.22000027,12.83024987,-21.336,-32.027,2015.5,30k,False,C2,in,p3,,7,0,0,0,,4,6
2026A_N006,TIC124453339,TIC124453339,198.64875,-30.722730555555557,761,1800,1,4,1,1,1,0,30,30,True,True,False,6182360059701223296,5506,11.04500008,12.40200043,-34.59,-6.173,2015.5,30k,False,C2,in,p3,,5,0,0,0,,4,6
2026A_N006,TIC345645749,TIC345645749,246.8554583333333,21.61678888888889,329,900,1,4,1,1,1,0,30,30,True,True,False,1298310687356960896,5915,10.31099987,11.48999977,-24.4,6.1,2015.5,30k,False,C2,in,p2,,2,0,0,0,,4,6
2026A_N006,TIC4711,TIC4711,218.9188333333333,-26.17933888888889,325,900,1,4,1,1,1,0,30,30,True,True,False,6223709397782826496,5949,10.31099987,11.47599983,7.5,-12.1,2015.5,30k,False,C2,in,p3,,2,0,0,0,,4,6
2026A_N006,TIC9828416,TIC9828416,261.0964583333333,33.20506944444445,107,600,1,4,1,1,1,0,30,30,True,True,False,1333887756897562368,6382,9.352000237,10.27000046,-7.864,-3.08,2015.5,30k,False,C2,in,p3,,1,0,1,1,2026-05-31,3,5
2026A_N006,TIC39858507,TIC39858507,255.9208333333333,-30.7701,50,600,1,4,1,1,1,0,30,30,True,True,False,6028524643472937472,5979,8.277999878,9.430000305,-14.6,-10.5,2015.5,30k,False,C2,in,p2,,1,0,0,0,,4,6
