program_code,target,unique_id,ra,dec,exptime,maxtime,n_exp,n_inter_max,tau_inter,n_intra_max,n_intra_min,tau_intra,minimum_elevation,minimum_moon_separation,priority,bucket,timing_class,az_mid,alt_mid,frac_first,frac_last
ADV_N,adv_n_03,ADV032,136.0,26.51651,600,600,1,1,1,1,1,0.0,18,0,10,N,set,290.2,27.8,0.0,0.162
ADV_N,adv_n_04,ADV033,140.0,27.40919,600,600,1,1,1,1,1,0.0,18,0,10,N,set,290.8,29.7,0.0,0.19
ADV_N,adv_n_05,ADV034,143.0,29.39112,600,600,1,1,1,1,1,0.0,18,0,10,N,set,292.9,30.9,0.0,0.219
ADV_N,adv_n_06,ADV035,148.0,23.78943,600,600,1,1,1,1,1,0.0,18,0,10,N,set,286.0,32.9,0.0,0.248
ADV_N,adv_n_07,ADV036,354.0,22.59843,600,600,1,1,1,1,1,0.0,18,0,10,N,rise,77.8,49.6,0.752,1.0
ADV_N,adv_n_08,ADV037,0.0,29.5141,600,600,1,1,1,1,1,0.0,18,0,10,N,rise,67.4,46.0,0.781,1.0
ADV_N,adv_n_09,ADV038,4.0,24.53819,600,600,1,1,1,1,1,0.0,18,0,10,N,rise,74.5,44.6,0.819,1.0
ADV_N,adv_n_10,ADV039,8.0,33.39628,600,600,1,1,1,1,1,0.0,18,0,10,N,rise,62.2,42.8,0.848,1.0
ADV_N,adv_n_11,ADV040,13.0,28.74304,600,600,1,1,1,1,1,0.0,18,0,10,N,rise,68.5,40.8,0.886,1.0
ADV_N,adv_n_12,ADV041,18.0,36.65356,600,600,1,1,1,1,1,0.0,18,0,10,N,rise,58.2,38.1,0.914,1.0
ADV_N,adv_n_13,ADV042,23.0,34.0053,600,600,1,1,1,1,1,0.0,18,0,10,N,rise,61.6,36.2,0.952,1.0
ADV_N,adv_n_14,ADV043,176.0,26.24733,600,600,1,1,1,1,1,0.0,18,0,10,N,mid,287.5,45.7,0.0,0.457
ADV_N,adv_n_15,ADV044,177.0,36.6452,600,600,1,1,1,1,1,0.0,18,0,10,N,mid,302.1,44.4,0.0,0.486
ADV_N,adv_n_16,ADV045,189.0,36.09529,600,600,1,1,1,1,1,0.0,18,0,10,N,mid,302.6,49.5,0.0,0.571
ADV_N,adv_n_17,ADV046,202.0,27.74957,600,600,1,1,1,1,1,0.0,18,0,10,N,mid,290.4,56.9,0.0,0.657
ADV_N,adv_n_18,ADV047,214.0,25.76656,600,600,1,1,1,1,1,0.0,18,0,10,N,mid,287.7,62.7,0.0,0.743
ADV_N,adv_n_19,ADV048,224.0,33.64991,600,600,1,1,1,1,1,0.0,18,0,10,N,mid,307.0,64.1,0.0,0.829
ADV_N,adv_n_20,ADV049,238.0,22.79505,600,600,1,1,1,1,1,0.0,18,0,10,N,mid,283.6,74.4,0.0,0.914
ADV_N,adv_n_21,ADV050,249.0,23.99816,600,600,1,1,1,1,1,0.0,18,0,10,N,mid,293.6,78.8,0.0,1.0
ADV_N,adv_n_22,ADV051,265.0,20.14725,600,600,1,1,1,1,1,0.0,18,0,10,N,mid,288.4,89.0,0.086,1.0
ADV_N,adv_n_23,ADV052,278.0,35.73849,600,600,1,1,1,1,1,0.0,18,0,10,N,mid,17.7,73.2,0.171,1.0
ADV_N,adv_n_24,ADV053,290.0,33.29702,600,600,1,1,1,1,1,0.0,18,0,10,N,mid,37.0,72.5,0.257,1.0
ADV_N,adv_n_25,ADV054,301.0,34.10331,600,600,1,1,1,1,1,0.0,18,0,10,N,mid,44.0,68.7,0.343,1.0
ADV_N,adv_n_26,ADV055,313.0,35.61458,600,600,1,1,1,1,1,0.0,18,0,10,N,mid,48.0,63.6,0.429,1.0
ADV_N,adv_n_27,ADV056,324.0,29.17832,600,600,1,1,1,1,1,0.0,18,0,10,N,mid,64.7,61.8,0.514,1.0
ADV_N,adv_n_28,ADV057,328.0,31.37482,600,600,1,1,1,1,1,0.0,18,0,10,N,mid,61.2,59.5,0.543,1.0
