Date,Quarter,Allocated,Weathered
2024-06-15,1.5,True,False
2024-06-15,2.5,False,False
2024-06-15,3.5,False,False
2024-06-16,0.5,True,False
2024-06-16,1.5,True,False
2024-06-16,2.5,True,False
2024-06-16,3.5,True,False
2024-06-17,0.5,True,False
2024-06-17,1.5,True,False
2024-06-17,2.5,True,False
2024-06-17,3.5,True,False
2024-06-18,0.5,False,False
2024-06-18,1.5,False,False
2024-06-18,2.5,False,False
2024-06-18,3.5,False,False
2024-06-19,0.5,False,False
2024-06-19,1.5,False,False
2024-06-19,2.5,False,False
2024-06-19,3.5,False,False
2024-06-20,0.5,False,False
2024-06-20,1.5,False,False
2024-06-20,2.5,False,False
2024-06-20,3.5,False,False
2024-06-21,0.5,False,False
2024-06-21,1.5,False,False
2024-06-21,2.5,True,False
2024-06-21,3.5,True,False
2024-06-22,0.5,False,False
2024-06-22,1.5,False,False
2024-06-22,2.5,False,False
2024-06-22,3.5,False,False
2024-06-23,0.5,True,False
2024-06-23,1.5,False,False
2024-06-23,2.5,False,False
2024-06-23,3.5,False,False
2024-06-24,0.5,True,False
2024-06-24,1.5,True,False
2024-06-24,2.5,False,False
2024-06-24,3.5,False,False
2024-06-25,0.5,False,False
2024-06-25,1.5,False,False
2024-06-25,2.5,False,False
2024-06-25,3.5,False,False
2024-06-26,0.5,True,False
2024-06-26,1.5,True,False
2024-06-26,2.5,True,False
2024-06-26,3.5,True,False
2024-06-27,0.5,False,False
2024-06-27,1.5,False,False
2024-06-27,2.5,False,False
2024-06-27,3.5,False,False
2024-06-28,0.5,False,False
2024-06-28,1.5,False,False
2024-06-28,2.5,False,False
2024-06-28,3.5,False,False
2024-06-29,0.5,False,False
2024-06-29,1.5,False,False
2024-06-29,2.5,True,False
2024-06-29,3.5,True,False
2024-06-30,0.5,False,False
2024-06-30,1.5,False,False
2024-06-30,2.5,True,False
2024-06-30,3.5,True,False
2024-07-01,0.5,False,False
2024-07-01,1.5,False,False
2024-07-01,2.5,False,False
2024-07-01,3.5,False,False
2024-07-02,0.5,False,False
2024-07-02,1.5,False,False
2024-07-02,2.5,False,False
2024-07-02,3.5,False,False
2024-07-03,0.5,False,False
2024-07-03,1.5,False,False
2024-07-03,2.5,False,False
2024-07-03,3.5,False,False
2024-07-04,0.5,False,False
2024-07-04,1.5,False,False
2024-07-04,2.5,False,False
2024-07-04,3.5,False,False
2024-07-05,0.5,False,False
2024-07-05,1.5,False,False
2024-07-05,2.5,False,False
2024-07-05,3.5,False,False
2024-07-06,0.5,False,False
2024-07-06,1.5,False,False
2024-07-06,2.5,False,False
2024-07-06,3.5,False,False
2024-07-07,0.5,False,False
2024-07-07,1.5,False,False
2024-07-07,2.5,False,False
2024-07-07,3.5,True,False
2024-07-08,0.5,False,False
2024-07-08,1.5,False,False
2024-07-08,2.5,False,False
2024-07-08,3.5,False,False
2024-07-09,0.5,False,False
2024-07-09,1.5,False,False
2024-07-09,2.5,True,False
2024-07-09,3.5,True,False
2024-07-10,0.5,False,False
2024-07-10,1.5,False,False
2024-07-10,2.5,False,False
2024-07-10,3.5,False,False
2024-07-11,0.5,False,False
2024-07-11,1.5,False,False
2024-07-11,2.5,False,False
2024-07-11,3.5,False,False
2024-07-12,0.5,False,False
2024-07-12,1.5,False,False
2024-07-12,2.5,False,False
2024-07-12,3.5,False,False
2024-07-13,0.5,False,False
2024-07-13,1.5,False,False
2024-07-13,2.5,False,False
2024-07-13,3.5,False,False
2024-07-14,0.5,False,False
2024-07-14,1.5,False,False
2024-07-14,2.5,True,False
2024-07-14,3.5,True,False
2024-07-15,0.5,False,False
2024-07-15,1.5,False,False
2024-07-15,2.5,False,False
2024-07-15,3.5,False,False
2024-07-16,0.5,False,False
2024-07-16,1.5,False,False
2024-07-16,2.5,False,False
2024-07-16,3.5,False,False
2024-07-17,0.5,False,False
2024-07-17,1.5,False,False
2024-07-17,2.5,False,False
2024-07-17,3.5,False,False
2024-07-18,0.5,False,False
2024-07-18,1.5,False,False
2024-07-18,2.5,False,False
2024-07-18,3.5,False,False
2024-07-19,0.5,True,False
2024-07-19,1.5,True,False
2024-07-19,2.5,False,False
2024-07-19,3.5,False,False
2024-07-20,0.5,False,False
2024-07-20,1.5,False,False
2024-07-20,2.5,False,False
2024-07-20,3.5,False,False
2024-07-21,0.5,False,False
2024-07-21,1.5,False,False
2024-07-21,2.5,False,False
2024-07-21,3.5,False,False
2024-07-22,0.5,False,False
2024-07-22,1.5,False,False
2024-07-22,2.5,True,False
2024-07-22,3.5,True,False
2024-07-23,0.5,True,False
2024-07-23,1.5,True,False
2024-07-23,2.5,True,False
2024-07-23,3.5,True,False
2024-07-24,0.5,False,False
2024-07-24,1.5,False,False
2024-07-24,2.5,True,False
2024-07-24,3.5,True,False
2024-07-25,0.5,True,False
2024-07-25,1.5,True,False
2024-07-25,2.5,True,False
2024-07-25,3.5,True,False
2024-07-26,0.5,False,False
2024-07-26,1.5,False,False
2024-07-26,2.5,True,False
2024-07-26,3.5,True,False
2024-07-27,0.5,True,False
2024-07-27,1.5,False,False
2024-07-27,2.5,False,False
2024-07-27,3.5,False,False
2024-07-28,0.5,False,False
2024-07-28,1.5,False,False
2024-07-28,2.5,False,False
2024-07-28,3.5,False,False
2024-07-29,0.5,False,False
2024-07-29,1.5,False,False
2024-07-29,2.5,False,False
2024-07-29,3.5,False,False
2024-07-30,0.5,False,False
2024-07-30,1.5,False,False
2024-07-30,2.5,False,False
2024-07-30,3.5,False,False
2024-07-31,0.5,False,False
2024-07-31,1.5,False,False
2024-07-31,2.5,False,False
2024-07-31,3.5,False,False
