unique_id,target,ra,dec,exptime,n_exp,n_intra_max,tau_intra,priority
S035,sphere_035,83.826823,34.156693,289.0,1,1,0.0,10.0
S036,sphere_036,105.141359,-4.713219,289.0,1,1,0.0,10.0
S037,sphere_037,176.471115,7.902189,289.0,1,1,0.0,10.0
S038,sphere_038,211.120262,-46.088011,289.0,1,1,0.0,10.0
S039,sphere_039,177.584391,-50.438362,289.0,1,1,0.0,10.0
S040,sphere_040,30.28152,19.682393,289.0,1,1,0.0,10.0
S041,sphere_041,87.720283,-3.313978,289.0,1,1,0.0,10.0
S042,sphere_042,229.531932,32.0053,289.0,1,1,0.0,10.0
S043,sphere_043,233.693658,15.630746,289.0,1,1,0.0,10.0
S044,sphere_044,241.273172,6.151559,289.0,1,1,0.0,10.0
S045,sphere_045,20.919053,-23.085219,289.0,1,1,0.0,10.0
S046,sphere_046,194.229877,-7.271154,289.0,1,1,0.0,10.0
S047,sphere_047,121.844334,-34.80817,289.0,1,1,0.0,10.0
S048,sphere_048,173.726103,44.975645,289.0,1,1,0.0,10.0
S049,sphere_049,181.724934,-25.927419,289.0,1,1,0.0,10.0
S050,sphere_050,211.364619,18.894889,289.0,1,1,0.0,10.0
S051,sphere_051,122.612686,34.596706,289.0,1,1,0.0,10.0
S052,sphere_052,179.574105,19.185466,289.0,1,1,0.0,10.0
S053,sphere_053,191.307975,-10.790957,289.0,1,1,0.0,10.0
S054,sphere_054,37.792698,38.905722,289.0,1,1,0.0,10.0
S055,sphere_055,143.478902,-41.763249,289.0,1,1,0.0,10.0
S056,sphere_056,63.90237,26.405343,289.0,1,1,0.0,10.0
S057,sphere_057,121.988029,-4.372791,289.0,1,1,0.0,10.0
S058,sphere_058,68.977083,-42.645199,289.0,1,1,0.0,10.0
S059,sphere_059,8.936327,0.119722,289.0,1,1,0.0,10.0
S060,sphere_060,161.354638,23.118915,289.0,1,1,0.0,10.0
S061,sphere_061,110.712626,-6.182024,289.0,1,1,0.0,10.0
S062,sphere_062,215.451789,-13.766024,289.0,1,1,0.0,10.0
S063,sphere_063,100.087958,15.103601,289.0,1,1,0.0,10.0
S064,sphere_064,223.328775,67.487396,289.0,1,1,0.0,10.0
S065,sphere_065,171.902115,54.801638,289.0,1,1,0.0,10.0
S066,sphere_066,346.75604,33.883207,289.0,1,1,0.0,10.0
S067,sphere_067,41.077466,-27.098196,289.0,1,1,0.0,10.0
S068,sphere_068,158.431932,53.630038,289.0,1,1,0.0,10.0
S069,sphere_069,199.117369,-5.074295,289.0,1,1,0.0,10.0
S070,sphere_070,235.476867,-36.532115,289.0,1,1,0.0,10.0
S071,sphere_071,354.448109,9.11631,289.0,1,1,0.0,10.0
S072,sphere_072,103.762168,-40.274812,289.0,1,1,0.0,10.0
S073,sphere_073,264.151259,45.498211,289.0,1,1,0.0,10.0
S074,sphere_074,124.73743,26.03537,289.0,1,1,0.0,10.0
S075,sphere_075,44.593119,-7.805688,289.0,1,1,0.0,10.0
S076,sphere_076,14.740906,14.750932,289.0,1,1,0.0,10.0
S077,sphere_077,176.291907,17.439177,289.0,1,1,0.0,10.0
S078,sphere_078,167.390444,-9.693944,289.0,1,1,0.0,10.0
S079,sphere_079,148.167361,-0.688618,289.0,1,1,0.0,10.0
S080,sphere_080,13.309462,9.330102,289.0,1,1,0.0,10.0
S081,sphere_081,134.172843,-17.834008,289.0,1,1,0.0,10.0
S082,sphere_082,17.53145,10.476428,289.0,1,1,0.0,10.0
S083,sphere_083,243.110026,66.508386,289.0,1,1,0.0,10.0
S084,sphere_084,17.626936,61.122342,289.0,1,1,0.0,10.0
S085,sphere_085,84.432654,8.247886,289.0,1,1,0.0,10.0
S086,sphere_086,223.883198,-3.039316,289.0,1,1,0.0,10.0
S087,sphere_087,185.266563,2.369558,289.0,1,1,0.0,10.0
S088,sphere_088,243.823464,-7.017765,289.0,1,1,0.0,10.0
S089,sphere_089,144.488001,40.736697,289.0,1,1,0.0,10.0
S090,sphere_090,85.557011,6.204203,289.0,1,1,0.0,10.0
S091,sphere_091,125.291312,20.150068,289.0,1,1,0.0,10.0
S092,sphere_092,107.619714,18.593106,289.0,1,1,0.0,10.0
S093,sphere_093,212.51529,26.999918,289.0,1,1,0.0,10.0
S094,sphere_094,142.898424,32.499686,289.0,1,1,0.0,10.0
S095,sphere_095,98.937018,-51.676131,289.0,1,1,0.0,10.0
S096,sphere_096,67.533725,-32.654509,289.0,1,1,0.0,10.0
S097,sphere_097,123.093698,6.298307,289.0,1,1,0.0,10.0
S098,sphere_098,359.547613,38.061208,289.0,1,1,0.0,10.0
S099,sphere_099,106.690341,-21.452036,289.0,1,1,0.0,10.0
S100,sphere_100,146.859102,64.931082,289.0,1,1,0.0,10.0
S101,sphere_101,49.25566,-24.718748,289.0,1,1,0.0,10.0
S102,sphere_102,206.953895,1.725681,289.0,1,1,0.0,10.0
S103,sphere_103,252.317164,60.702092,289.0,1,1,0.0,10.0
S104,sphere_104,214.276623,-42.127631,289.0,1,1,0.0,10.0
S105,sphere_105,178.889975,79.981334,289.0,1,1,0.0,10.0
S106,sphere_106,48.372089,51.568748,289.0,1,1,0.0,10.0
S107,sphere_107,131.536247,29.815985,289.0,1,1,0.0,10.0
S108,sphere_108,24.180001,51.405925,289.0,1,1,0.0,10.0
S109,sphere_109,72.712454,51.896124,289.0,1,1,0.0,10.0
S110,sphere_110,6.360761,2.161522,289.0,1,1,0.0,10.0
S111,sphere_111,163.18077,-21.601069,289.0,1,1,0.0,10.0
S112,sphere_112,228.434495,32.958051,289.0,1,1,0.0,10.0
S113,sphere_113,123.585286,18.863977,289.0,1,1,0.0,10.0
S114,sphere_114,151.337438,-14.636427,289.0,1,1,0.0,10.0
S115,sphere_115,194.708389,-28.364492,289.0,1,1,0.0,10.0
S116,sphere_116,102.434715,60.882813,289.0,1,1,0.0,10.0
S117,sphere_117,84.634962,-48.980315,289.0,1,1,0.0,10.0
S118,sphere_118,117.123383,41.469812,289.0,1,1,0.0,10.0
S119,sphere_119,190.63514,-39.901027,289.0,1,1,0.0,10.0
S120,sphere_120,212.668126,48.51456,289.0,1,1,0.0,10.0
S121,sphere_121,235.238115,-37.38232,289.0,1,1,0.0,10.0
S122,sphere_122,107.777985,-22.29359,289.0,1,1,0.0,10.0
S123,sphere_123,86.893942,33.697607,289.0,1,1,0.0,10.0
S124,sphere_124,116.097245,70.674343,289.0,1,1,0.0,10.0
