program_code,target,unique_id,ra,dec,exptime,maxtime,n_exp,n_inter_max,tau_inter,n_intra_max,n_intra_min,tau_intra,minimum_elevation,minimum_moon_separation,priority,bucket,timing_class,az_mid,alt_mid,frac_first,frac_last
ADV_S,adv_s_18,ADV018,223.0,-0.71429,600,600,1,1,1,1,1,0.0,18,0,10,S,mid,225.8,61.5,0.0,0.743
ADV_S,adv_s_19,ADV019,234.0,0.35714,600,600,1,1,1,1,1,0.0,18,0,10,S,mid,218.1,65.7,0.0,0.829
ADV_S,adv_s_20,ADV020,245.0,1.42857,600,600,1,1,1,1,1,0.0,18,0,10,S,mid,207.8,69.3,0.0,0.914
ADV_S,adv_s_21,ADV021,252.0,2.5,600,600,1,1,1,1,1,0.0,18,0,10,S,mid,205.8,70.9,0.029,0.971
ADV_S,adv_s_22,ADV022,260.0,3.57143,600,600,1,1,1,1,1,0.0,18,0,10,S,mid,200.3,72.7,0.086,1.0
ADV_S,adv_s_23,ADV023,272.0,4.64286,600,600,1,1,1,1,1,0.0,18,0,10,S,mid,178.8,74.8,0.171,1.0
ADV_S,adv_s_24,ADV024,284.0,5.71429,600,600,1,1,1,1,1,0.0,18,0,10,S,mid,154.7,74.5,0.257,1.0
ADV_S,adv_s_25,ADV025,295.0,6.78571,600,600,1,1,1,1,1,0.0,18,0,10,S,mid,136.9,72.7,0.343,1.0
ADV_S,adv_s_26,ADV026,307.0,7.85714,600,600,1,1,1,1,1,0.0,18,0,10,S,mid,121.6,68.8,0.429,1.0
ADV_S,adv_s_27,ADV027,319.0,8.92857,600,600,1,1,1,1,1,0.0,18,0,10,S,mid,111.1,64.1,0.514,1.0
ADV_S,adv_s_28,ADV028,323.0,10.0,600,600,1,1,1,1,1,0.0,18,0,10,S,mid,107.0,62.7,0.543,1.0
ADV_NW,adv_nw_00,ADV029,126.0,22.0,600,600,1,1,1,1,1,0.0,18,0,10,NW,set,286.1,23.1,0.0,0.076
ADV_NW,adv_nw_01,ADV030,130.0,22.57143,600,600,1,1,1,1,1,0.0,18,0,10,NW,set,286.3,25.1,0.0,0.105
ADV_NW,adv_nw_02,ADV031,133.0,23.14286,600,600,1,1,1,1,1,0.0,18,0,10,NW,set,286.6,26.2,0.0,0.133
ADV_NW,adv_nw_03,ADV032,137.0,23.71429,600,600,1,1,1,1,1,0.0,18,0,10,NW,set,286.9,28.2,0.0,0.162
ADV_NW,adv_nw_04,ADV033,141.0,24.28571,600,600,1,1,1,1,1,0.0,18,0,10,NW,set,287.1,30.1,0.0,0.19
ADV_NW,adv_nw_05,ADV034,144.0,24.85714,600,600,1,1,1,1,1,0.0,18,0,10,NW,set,287.6,31.2,0.0,0.219
ADV_NW,adv_nw_06,ADV035,148.0,25.42857,600,600,1,1,1,1,1,0.0,18,0,10,NW,set,287.9,33.2,0.0,0.248
ADV_NW,adv_nw_07,ADV036,355.0,26.0,600,600,1,1,1,1,1,0.0,18,0,10,NW,rise,72.6,48.8,0.752,1.0
ADV_NW,adv_nw_08,ADV037,359.0,26.57143,600,600,1,1,1,1,1,0.0,18,0,10,NW,rise,71.7,46.9,0.781,1.0
ADV_NW,adv_nw_09,ADV038,4.0,27.14286,600,600,1,1,1,1,1,0.0,18,0,10,NW,rise,70.8,44.8,0.819,1.0
ADV_NW,adv_nw_10,ADV039,8.0,27.71429,600,600,1,1,1,1,1,0.0,18,0,10,NW,rise,69.9,42.9,0.848,1.0
ADV_NW,adv_nw_11,ADV040,13.0,28.28571,600,600,1,1,1,1,1,0.0,18,0,10,NW,rise,69.1,40.8,0.886,1.0
ADV_NW,adv_nw_12,ADV041,17.0,28.85714,600,600,1,1,1,1,1,0.0,18,0,10,NW,rise,68.2,39.0,0.914,1.0
ADV_NW,adv_nw_13,ADV042,22.0,29.42857,600,600,1,1,1,1,1,0.0,18,0,10,NW,rise,67.3,36.9,0.952,1.0
ADV_NW,adv_nw_14,ADV043,175.0,30.0,600,600,1,1,1,1,1,0.0,18,0,10,NW,mid,292.8,44.9,0.0,0.457
ADV_NW,adv_nw_15,ADV044,179.0,30.57143,600,600,1,1,1,1,1,0.0,18,0,10,NW,mid,293.7,46.7,0.0,0.486
ADV_NW,adv_nw_16,ADV045,190.0,31.14286,600,600,1,1,1,1,1,0.0,18,0,10,NW,mid,295.2,51.1,0.0,0.571
ADV_NW,adv_nw_17,ADV046,201.0,31.71429,600,600,1,1,1,1,1,0.0,18,0,10,NW,mid,297.3,55.5,0.0,0.657
ADV_NW,adv_nw_18,ADV047,213.0,32.28571,600,600,1,1,1,1,1,0.0,18,0,10,NW,mid,300.8,60.5,0.0,0.743
ADV_NW,adv_nw_19,ADV048,224.0,32.85714,600,600,1,1,1,1,1,0.0,18,0,10,NW,mid,305.3,64.4,0.0,0.829
ADV_NW,adv_nw_20,ADV049,235.0,33.42857,600,600,1,1,1,1,1,0.0,18,0,10,NW,mid,311.8,68.0,0.0,0.914
ADV_NW,adv_nw_21,ADV050,247.0,34.0,600,600,1,1,1,1,1,0.0,18,0,10,NW,mid,322.8,71.6,0.0,1.0
ADV_NW,adv_nw_22,ADV051,267.0,34.57143,600,600,1,1,1,1,1,0.0,18,0,10,NW,mid,3.2,75.2,0.086,1.0
ADV_NW,adv_nw_23,ADV052,278.0,35.14286,600,600,1,1,1,1,1,0.0,18,0,10,NW,mid,18.5,73.7,0.171,1.0
ADV_NW,adv_nw_24,ADV053,290.0,35.71429,600,600,1,1,1,1,1,0.0,18,0,10,NW,mid,32.0,70.6,0.257,1.0
ADV_NW,adv_nw_25,ADV054,301.0,36.28571,600,600,1,1,1,1,1,0.0,18,0,10,NW,mid,39.6,67.3,0.343,1.0
ADV_NW,adv_nw_26,ADV055,313.0,36.85714,600,600,1,1,1,1,1,0.0,18,0,10,NW,mid,45.7,62.9,0.429,1.0
ADV_NW,adv_nw_27,ADV056,324.0,37.42857,600,600,1,1,1,1,1,0.0,18,0,10,NW,mid,48.9,59.0,0.514,1.0
ADV_NW,adv_nw_28,ADV057,328.0,38.0,600,600,1,1,1,1,1,0.0,18,0,10,NW,mid,49.3,57.2,0.543,1.0
